1, 2, 1, 0
1, 2, 1, 2
1, 2, 1, 4
1, 2, 1, 5
1, 2, 1, 6
1, 2, 3, 2
1, 2, 3, 4
1, 2, 3, 6
1, 2, 3, 7
1, 2, 3, 8
1, 2, 5, 0
1, 2, 5, 1
1, 2, 5, 2
1, 2, 5, 4
1, 2, 5, 6
1, 2, 5, 8
1, 2, 5, 9
1, 2, 5, 10
1, 2, 6, 1
1, 2, 6, 2
1, 2, 6, 3
1, 2, 6, 5
1, 2, 6, 7
1, 2, 6, 9
1, 2, 6, 10
1, 2, 6, 11
1, 2, 7, 2
1, 2, 7, 3
1, 2, 7, 4
1, 2, 7, 6
1, 2, 7, 8
1, 2, 7, 10
1, 2, 7, 11
1, 2, 7, 12
1, 4, 3, 2
1, 4, 3, 4
1, 4, 3, 6
1, 4, 3, 7
1, 4, 3, 8
1, 4, 5, 0
1, 4, 5, 1
1, 4, 5, 2
1, 4, 5, 4
1, 4, 5, 6
1, 4, 5, 8
1, 4, 5, 9
1, 4, 5, 10
1, 4, 7, 2
1, 4, 7, 3
1, 4, 7, 4
1, 4, 7, 6
1, 4, 7, 8
1, 4, 7, 10
1, 4, 7, 11
1, 4, 7, 12
1, 4, 8, 3
1, 4, 8, 4
1, 4, 8, 5
1, 4, 8, 7
1, 4, 8, 9
1, 4, 8, 11
1, 4, 8, 12
1, 4, 8, 13
1, 4, 9, 4
1, 4, 9, 5
1, 4, 9, 6
1, 4, 9, 8
1, 4, 9, 10
1, 4, 9, 12
1, 4, 9, 13
1, 4, 9, 14
1, 5, 1, 0
1, 5, 1, 2
1, 5, 1, 4
1, 5, 1, 5
1, 5, 1, 6
1, 5, 2, 1
1, 5, 2, 3
1, 5, 2, 5
1, 5, 2, 6
1, 5, 2, 7
1, 5, 4, 3
1, 5, 4, 5
1, 5, 4, 7
1, 5, 4, 8
1, 5, 4, 9
1, 5, 6, 1
1, 5, 6, 2
1, 5, 6, 3
1, 5, 6, 5
1, 5, 6, 7
1, 5, 6, 9
1, 5, 6, 10
1, 5, 6, 11
1, 5, 8, 3
1, 5, 8, 4
1, 5, 8, 5
1, 5, 8, 7
1, 5, 8, 9
1, 5, 8, 11
1, 5, 8, 12
1, 5, 8, 13
1, 5, 9, 4
1, 5, 9, 5
1, 5, 9, 6
1, 5, 9, 8
1, 5, 9, 10
1, 5, 9, 12
1, 5, 9, 13
1, 5, 9, 14
1, 5, 10, 5
1, 5, 10, 6
1, 5, 10, 7
1, 5, 10, 9
1, 5, 10, 11
1, 5, 10, 13
1, 5, 10, 14
1, 5, 10, 15
1, 6, 1, 0
1, 6, 1, 2
1, 6, 1, 4
1, 6, 1, 5
1, 6, 1, 6
1, 6, 2, 1
1, 6, 2, 3
1, 6, 2, 5
1, 6, 2, 6
1, 6, 2, 7
1, 6, 3, 2
1, 6, 3, 4
1, 6, 3, 6
1, 6, 3, 7
1, 6, 3, 8
1, 6, 5, 0
1, 6, 5, 1
1, 6, 5, 2
1, 6, 5, 4
1, 6, 5, 6
1, 6, 5, 8
1, 6, 5, 9
1, 6, 5, 10
1, 6, 7, 2
1, 6, 7, 3
1, 6, 7, 4
1, 6, 7, 6
1, 6, 7, 8
1, 6, 7, 10
1, 6, 7, 11
1, 6, 7, 12
1, 6, 9, 4
1, 6, 9, 5
1, 6, 9, 6
1, 6, 9, 8
1, 6, 9, 10
1, 6, 9, 12
1, 6, 9, 13
1, 6, 9, 14
1, 6, 10, 5
1, 6, 10, 6
1, 6, 10, 7
1, 6, 10, 9
1, 6, 10, 11
1, 6, 10, 13
1, 6, 10, 14
1, 6, 10, 15
1, 6, 11, 6
1, 6, 11, 7
1, 6, 11, 8
1, 6, 11, 10
1, 6, 11, 12
1, 6, 11, 14
1, 6, 11, 15
