4, 5, 1, 5, 10, 13
4, 5, 6, 5, 10, 13
4, 5, 6, 7, 10, 13
4, 5, 6, 7, 12, 13
4, 5, 8, 5, 10, 13
4, 5, 8, 7, 10, 13
4, 5, 8, 7, 12, 13
4, 5, 8, 13, 10, 13
4, 5, 8, 13, 12, 13
4, 5, 9, 5, 10, 13
4, 5, 9, 13, 10, 13
4, 5, 9, 13, 12, 13
4, 7, 3, 7, 10, 13
4, 7, 3, 7, 12, 13
4, 7, 6, 5, 10, 13
4, 7, 6, 7, 10, 13
4, 7, 6, 7, 12, 13
4, 7, 8, 5, 10, 13
4, 7, 8, 7, 10, 13
4, 7, 8, 7, 12, 13
4, 7, 8, 13, 10, 13
4, 7, 8, 13, 12, 13
4, 7, 11, 7, 10, 13
4, 7, 11, 7, 12, 13
4, 7, 11, 15, 10, 13
4, 7, 11, 15, 12, 13
