3, 2, 1, 5, 10, 14
3, 2, 3, 7, 10, 14
3, 2, 6, 5, 10, 14
3, 2, 6, 7, 10, 14
3, 2, 6, 10, 13, 14
3, 2, 6, 10, 15, 14
3, 4, 3, 7, 10, 14
3, 4, 8, 5, 10, 14
3, 4, 8, 7, 10, 14
3, 4, 8, 12, 13, 14
3, 4, 8, 12, 15, 14
3, 4, 8, 13, 10, 14
3, 4, 9, 5, 10, 14
3, 4, 9, 10, 13, 14
3, 4, 9, 10, 15, 14
3, 4, 9, 12, 13, 14
3, 4, 9, 12, 15, 14
3, 4, 9, 13, 10, 14
3, 7, 3, 7, 10, 14
3, 7, 6, 5, 10, 14
3, 7, 6, 7, 10, 14
3, 7, 6, 10, 13, 14
3, 7, 6, 10, 15, 14
3, 7, 8, 5, 10, 14
3, 7, 8, 7, 10, 14
3, 7, 8, 12, 13, 14
3, 7, 8, 12, 15, 14
3, 7, 8, 13, 10, 14
3, 7, 11, 7, 10, 14
3, 7, 11, 10, 13, 14
3, 7, 11, 10, 15, 14
3, 7, 11, 12, 13, 14
3, 7, 11, 12, 15, 14
3, 7, 11, 15, 10, 14
