4, 3, 2, 1
4, 3, 2, 3
4, 3, 2, 5
4, 3, 2, 6
4, 3, 2, 7
4, 3, 4, 3
4, 3, 4, 5
4, 3, 4, 7
4, 3, 4, 8
4, 3, 4, 9
4, 3, 6, 1
4, 3, 6, 2
4, 3, 6, 3
4, 3, 6, 5
4, 3, 6, 7
4, 3, 6, 9
4, 3, 6, 10
4, 3, 6, 11
4, 3, 7, 2
4, 3, 7, 3
4, 3, 7, 4
4, 3, 7, 6
4, 3, 7, 8
4, 3, 7, 10
4, 3, 7, 11
4, 3, 7, 12
4, 3, 8, 3
4, 3, 8, 4
4, 3, 8, 5
4, 3, 8, 7
4, 3, 8, 9
4, 3, 8, 11
4, 3, 8, 12
4, 5, 1, 0
4, 5, 1, 2
4, 5, 1, 4
4, 5, 1, 5
4, 5, 1, 6
4, 5, 2, 1
4, 5, 2, 3
4, 5, 2, 5
4, 5, 2, 6
4, 5, 2, 7
4, 5, 4, 3
4, 5, 4, 5
4, 5, 4, 7
4, 5, 4, 8
4, 5, 4, 9
4, 5, 6, 1
4, 5, 6, 2
4, 5, 6, 3
4, 5, 6, 5
4, 5, 6, 7
4, 5, 6, 9
4, 5, 6, 10
4, 5, 6, 11
4, 5, 8, 3
4, 5, 8, 4
4, 5, 8, 5
4, 5, 8, 7
4, 5, 8, 9
4, 5, 8, 11
4, 5, 8, 12
4, 5, 9, 4
4, 5, 9, 5
4, 5, 9, 6
4, 5, 9, 8
4, 5, 9, 10
4, 5, 9, 12
4, 5, 9, 14
4, 5, 10, 5
4, 5, 10, 6
4, 5, 10, 7
4, 5, 10, 9
4, 5, 10, 11
4, 5, 10, 14
4, 5, 10, 15
4, 7, 2, 1
4, 7, 2, 3
4, 7, 2, 5
4, 7, 2, 6
4, 7, 2, 7
4, 7, 3, 2
4, 7, 3, 4
4, 7, 3, 6
4, 7, 3, 7
4, 7, 3, 8
4, 7, 4, 3
4, 7, 4, 5
4, 7, 4, 7
4, 7, 4, 8
4, 7, 4, 9
4, 7, 6, 1
4, 7, 6, 2
4, 7, 6, 3
4, 7, 6, 5
4, 7, 6, 7
4, 7, 6, 9
4, 7, 6, 10
4, 7, 6, 11
4, 7, 8, 3
4, 7, 8, 4
4, 7, 8, 5
4, 7, 8, 7
4, 7, 8, 9
4, 7, 8, 11
4, 7, 8, 12
4, 7, 10, 5
4, 7, 10, 6
4, 7, 10, 7
4, 7, 10, 9
4, 7, 10, 11
4, 7, 10, 14
4, 7, 10, 15
4, 7, 11, 6
4, 7, 11, 7
4, 7, 11, 8
4, 7, 11, 10
4, 7, 11, 12
4, 7, 11, 14
4, 7, 11, 15
4, 7, 11, 16
4, 7, 12, 7
4, 7, 12, 8
4, 7, 12, 9
4, 7, 12, 11
4, 7, 12, 15
4, 7, 12, 16
4, 7, 12, 17
4, 8, 3, 2
4, 8, 3, 4
4, 8, 3, 6
4, 8, 3, 7
4, 8, 3, 8
4, 8, 4, 3
4, 8, 4, 5
4, 8, 4, 7
4, 8, 4, 8
4, 8, 4, 9
4, 8, 5, 0
4, 8, 5, 1
4, 8, 5, 2
4, 8, 5, 4
4, 8, 5, 6
4, 8, 5, 8
4, 8, 5, 9
4, 8, 5, 10
4, 8, 7, 2
4, 8, 7, 3
4, 8, 7, 4
4, 8, 7, 6
4, 8, 7, 8
4, 8, 7, 10
4, 8, 7, 11
4, 8, 7, 12
4, 8, 9, 4
4, 8, 9, 5
4, 8, 9, 6
4, 8, 9, 8
4, 8, 9, 10
4, 8, 9, 12
4, 8, 9, 14
4, 8, 11, 6
4, 8, 11, 7
4, 8, 11, 8
4, 8, 11, 10
4, 8, 11, 12
4, 8, 11, 14
4, 8, 11, 15
4, 8, 11, 16
4, 8, 12, 7
4, 8, 12, 8
4, 8, 12, 9
4, 8, 12, 11
4, 8, 12, 15
4, 8, 12, 16
4, 8, 12, 17
4, 8, 13, 8
4, 8, 13, 9
4, 8, 13, 10
4, 8, 13, 12
4, 8, 13, 14
4, 9, 4, 3
4, 9, 4, 5
4, 9, 4, 7
4, 9, 4, 8
4, 9, 4, 9
4, 9, 5, 0
4, 9, 5, 1
4, 9, 5, 2
4, 9, 5, 4
4, 9, 5, 6
4, 9, 5, 8
4, 9, 5, 9
4, 9, 5, 10
4, 9, 6, 1
4, 9, 6, 2
4, 9, 6, 3
4, 9, 6, 5
4, 9, 6, 7
4, 9, 6, 9
4, 9, 6, 10
4, 9, 6, 11
4, 9, 8, 3
4, 9, 8, 4
4, 9, 8, 5
4, 9, 8, 7
4, 9, 8, 9
4, 9, 8, 11
4, 9, 8, 12
4, 9, 10, 5
4, 9, 10, 6
4, 9, 10, 7
4, 9, 10, 9
4, 9, 10, 11
4, 9, 10, 14
4, 9, 10, 15
4, 9, 12, 7
4, 9, 12, 8
4, 9, 12, 9
4, 9, 12, 11
4, 9, 12, 15
4, 9, 12, 16
4, 9, 12, 17
4, 9, 13, 8
4, 9, 13, 9
4, 9, 13, 10
4, 9, 13, 12
4, 9, 13, 14
4, 9, 14, 9
4, 9, 14, 10
4, 9, 14, 11
4, 9, 14, 15
