1, 2, 6, 10, 5, 8
1, 2, 6, 10, 5, 9
1, 2, 6, 10, 7, 3
1, 2, 6, 10, 7, 6
1, 2, 6, 10, 7, 8
1, 2, 6, 10, 7, 11
1, 2, 6, 10, 13, 8
1, 2, 6, 10, 13, 9
1, 2, 6, 10, 13, 14
1, 2, 6, 10, 15, 11
1, 2, 6, 10, 15, 14
1, 4, 3, 2, 5, 0
1, 4, 3, 2, 5, 1
1, 4, 3, 2, 5, 6
1, 4, 3, 2, 5, 8
1, 4, 3, 2, 5, 9
1, 4, 3, 2, 7, 3
1, 4, 3, 2, 7, 6
1, 4, 3, 2, 7, 8
1, 4, 3, 2, 7, 11
1, 4, 3, 4, 5, 0
1, 4, 3, 4, 5, 1
1, 4, 3, 4, 5, 6
1, 4, 3, 4, 5, 8
1, 4, 3, 4, 5, 9
1, 4, 3, 4, 7, 3
1, 4, 3, 4, 7, 6
1, 4, 3, 4, 7, 8
1, 4, 3, 4, 7, 11
1, 4, 3, 7, 2, 1
1, 4, 3, 7, 2, 3
1, 4, 3, 7, 2, 6
1, 4, 3, 7, 4, 3
1, 4, 3, 7, 4, 8
1, 4, 3, 7, 4, 9
1, 4, 3, 7, 10, 6
1, 4, 3, 7, 10, 9
1, 4, 3, 7, 10, 11
1, 4, 3, 7, 10, 14
1, 4, 3, 7, 12, 8
1, 4, 3, 7, 12, 9
1, 4, 3, 7, 12, 11
1, 4, 3, 7, 12, 17
1, 4, 8, 4, 5, 0
1, 4, 8, 4, 5, 1
1, 4, 8, 4, 5, 6
1, 4, 8, 4, 5, 8
1, 4, 8, 4, 5, 9
1, 4, 8, 4, 7, 3
1, 4, 8, 4, 7, 6
1, 4, 8, 4, 7, 8
1, 4, 8, 4, 7, 11
1, 4, 8, 5, 2, 1
1, 4, 8, 5, 2, 3
1, 4, 8, 5, 2, 6
1, 4, 8, 5, 4, 3
1, 4, 8, 5, 4, 8
1, 4, 8, 5, 4, 9
1, 4, 8, 5, 10, 6
1, 4, 8, 5, 10, 9
1, 4, 8, 5, 10, 11
1, 4, 8, 5, 10, 14
1, 4, 8, 7, 2, 1
1, 4, 8, 7, 2, 3
1, 4, 8, 7, 2, 6
1, 4, 8, 7, 4, 3
1, 4, 8, 7, 4, 8
1, 4, 8, 7, 4, 9
1, 4, 8, 7, 10, 6
1, 4, 8, 7, 10, 9
1, 4, 8, 7, 10, 11
1, 4, 8, 7, 10, 14
1, 4, 8, 7, 12, 8
1, 4, 8, 7, 12, 9
1, 4, 8, 7, 12, 11
1, 4, 8, 7, 12, 17
1, 4, 8, 12, 7, 3
1, 4, 8, 12, 7, 6
1, 4, 8, 12, 7, 8
1, 4, 8, 12, 7, 11
1, 4, 8, 12, 13, 8
1, 4, 8, 12, 13, 9
1, 4, 8, 12, 13, 14
1, 4, 8, 12, 15, 11
1, 4, 8, 12, 15, 14
1, 4, 8, 13, 10, 6
1, 4, 8, 13, 10, 9
1, 4, 8, 13, 10, 11
1, 4, 8, 13, 10, 14
1, 4, 8, 13, 12, 8
1, 4, 8, 13, 12, 9
1, 4, 8, 13, 12, 11
1, 4, 8, 13, 12, 17
1, 4, 9, 4, 5, 0
1, 4, 9, 4, 5, 1
1, 4, 9, 4, 5, 6
1, 4, 9, 4, 5, 8
1, 4, 9, 4, 5, 9
1, 4, 9, 4, 7, 3
1, 4, 9, 4, 7, 6
1, 4, 9, 4, 7, 8
1, 4, 9, 4, 7, 11
1, 4, 9, 5, 2, 1
1, 4, 9, 5, 2, 3
1, 4, 9, 5, 2, 6
1, 4, 9, 5, 4, 3
1, 4, 9, 5, 4, 8
1, 4, 9, 5, 4, 9
1, 4, 9, 5, 10, 6
1, 4, 9, 5, 10, 9
1, 4, 9, 5, 10, 11
1, 4, 9, 5, 10, 14
1, 4, 9, 10, 5, 0
1, 4, 9, 10, 5, 1
1, 4, 9, 10, 5, 6
1, 4, 9, 10, 5, 8
1, 4, 9, 10, 5, 9
1, 4, 9, 10, 7, 3
1, 4, 9, 10, 7, 6
1, 4, 9, 10, 7, 8
1, 4, 9, 10, 7, 11
1, 4, 9, 10, 13, 8
1, 4, 9, 10, 13, 9
1, 4, 9, 10, 13, 14
1, 4, 9, 10, 15, 11
1, 4, 9, 10, 15, 14
1, 4, 9, 12, 7, 3
1, 4, 9, 12, 7, 6
1, 4, 9, 12, 7, 8
1, 4, 9, 12, 7, 11
1, 4, 9, 12, 13, 8
1, 4, 9, 12, 13, 9
1, 4, 9, 12, 13, 14
1, 4, 9, 12, 15, 11
1, 4, 9, 12, 15, 14
1, 4, 9, 13, 10, 6
1, 4, 9, 13, 10, 9
1, 4, 9, 13, 10, 11
1, 4, 9, 13, 10, 14
1, 4, 9, 13, 12, 8
1, 4, 9, 13, 12, 9
1, 4, 9, 13, 12, 11
1, 4, 9, 13, 12, 17
1, 5, 1, 2, 5, 0
1, 5, 1, 2, 5, 1
1, 5, 1, 2, 5, 6
1, 5, 1, 2, 5, 8
1, 5, 1, 2, 5, 9
1, 5, 1, 2, 7, 3
1, 5, 1, 2, 7, 6
1, 5, 1, 2, 7, 8
1, 5, 1, 2, 7, 11
1, 5, 1, 4, 5, 0
1, 5, 1, 4, 5, 1
1, 5, 1, 4, 5, 6
1, 5, 1, 4, 5, 8
1, 5, 1, 4, 5, 9
1, 5, 1, 4, 7, 3
1, 5, 1, 4, 7, 6
1, 5, 1, 4, 7, 8
1, 5, 1, 4, 7, 11
1, 5, 1, 5, 2, 1
1, 5, 1, 5, 2, 3
1, 5, 1, 5, 2, 6
1, 5, 1, 5, 4, 3
1, 5, 1, 5, 4, 8
1, 5, 1, 5, 4, 9
1, 5, 1, 5, 10, 6
1, 5, 1, 5, 10, 9
1, 5, 1, 5, 10, 11
1, 5, 1, 5, 10, 14
1, 5, 6, 2, 5, 0
1, 5, 6, 2, 5, 1
1, 5, 6, 2, 5, 6
1, 5, 6, 2, 5, 8
1, 5, 6, 2, 5, 9
1, 5, 6, 2, 7, 3
1, 5, 6, 2, 7, 6
1, 5, 6, 2, 7, 8
1, 5, 6, 2, 7, 11
1, 5, 6, 5, 2, 1
1, 5, 6, 5, 2, 3
1, 5, 6, 5, 2, 6
1, 5, 6, 5, 4, 3
1, 5, 6, 5, 4, 8
1, 5, 6, 5, 4, 9
1, 5, 6, 5, 10, 6
1, 5, 6, 5, 10, 9
1, 5, 6, 5, 10, 11
1, 5, 6, 5, 10, 14
1, 5, 6, 7, 2, 1
1, 5, 6, 7, 2, 3
1, 5, 6, 7, 2, 6
1, 5, 6, 7, 4, 3
1, 5, 6, 7, 4, 8
1, 5, 6, 7, 4, 9
1, 5, 6, 7, 10, 6
1, 5, 6, 7, 10, 9
1, 5, 6, 7, 10, 11
1, 5, 6, 7, 10, 14
1, 5, 6, 7, 12, 8
1, 5, 6, 7, 12, 9
1, 5, 6, 7, 12, 11
1, 5, 6, 7, 12, 17
1, 5, 6, 10, 5, 0
1, 5, 6, 10, 5, 1
1, 5, 6, 10, 5, 6
1, 5, 6, 10, 5, 8
1, 5, 6, 10, 5, 9
1, 5, 6, 10, 7, 3
1, 5, 6, 10, 7, 6
1, 5, 6, 10, 7, 8
1, 5, 6, 10, 7, 11
1, 5, 6, 10, 13, 8
1, 5, 6, 10, 13, 9
1, 5, 6, 10, 13, 14
1, 5, 6, 10, 15, 11
1, 5, 6, 10, 15, 14
1, 5, 8, 4, 5, 0
1, 5, 8, 4, 5, 1
1, 5, 8, 4, 5, 6
1, 5, 8, 4, 5, 8
1, 5, 8, 4, 5, 9
1, 5, 8, 4, 7, 3
1, 5, 8, 4, 7, 6
1, 5, 8, 4, 7, 8
1, 5, 8, 4, 7, 11
1, 5, 8, 5, 2, 1
1, 5, 8, 5, 2, 3
1, 5, 8, 5, 2, 6
1, 5, 8, 5, 4, 3
1, 5, 8, 5, 4, 8
1, 5, 8, 5, 4, 9
1, 5, 8, 5, 10, 6
1, 5, 8, 5, 10, 9
1, 5, 8, 5, 10, 11
1, 5, 8, 5, 10, 14
1, 5, 8, 7, 2, 1
1, 5, 8, 7, 2, 3
1, 5, 8, 7, 2, 6
1, 5, 8, 7, 4, 3
1, 5, 8, 7, 4, 8
1, 5, 8, 7, 4, 9
1, 5, 8, 7, 10, 6
1, 5, 8, 7, 10, 9
1, 5, 8, 7, 10, 11
1, 5, 8, 7, 10, 14
1, 5, 8, 7, 12, 8
1, 5, 8, 7, 12, 9
1, 5, 8, 7, 12, 11
1, 5, 8, 7, 12, 17
1, 5, 8, 12, 7, 3
1, 5, 8, 12, 7, 6
1, 5, 8, 12, 7, 8
1, 5, 8, 12, 7, 11
1, 5, 8, 12, 13, 8
1, 5, 8, 12, 13, 9
1, 5, 8, 12, 13, 14
1, 5, 8, 12, 15, 11
1, 5, 8, 12, 15, 14
1, 5, 8, 13, 10, 6
1, 5, 8, 13, 10, 9
1, 5, 8, 13, 10, 11
1, 5, 8, 13, 10, 14
1, 5, 8, 13, 12, 8
1, 5, 8, 13, 12, 9
1, 5, 8, 13, 12, 11
1, 5, 8, 13, 12, 17
1, 5, 9, 4, 5, 0
1, 5, 9, 4, 5, 1
1, 5, 9, 4, 5, 6
1, 5, 9, 4, 5, 8
1, 5, 9, 4, 5, 9
1, 5, 9, 4, 7, 3
1, 5, 9, 4, 7, 6
1, 5, 9, 4, 7, 8
1, 5, 9, 4, 7, 11
1, 5, 9, 5, 2, 1
1, 5, 9, 5, 2, 3
1, 5, 9, 5, 2, 6
1, 5, 9, 5, 4, 3
1, 5, 9, 5, 4, 8
1, 5, 9, 5, 4, 9
1, 5, 9, 5, 10, 6
1, 5, 9, 5, 10, 9
1, 5, 9, 5, 10, 11
1, 5, 9, 5, 10, 14
1, 5, 9, 10, 5, 0
1, 5, 9, 10, 5, 1
1, 5, 9, 10, 5, 6
1, 5, 9, 10, 5, 8
1, 5, 9, 10, 5, 9
1, 5, 9, 10, 7, 3
1, 5, 9, 10, 7, 6
1, 5, 9, 10, 7, 8
1, 5, 9, 10, 7, 11
1, 5, 9, 10, 13, 8
1, 5, 9, 10, 13, 9
1, 5, 9, 10, 13, 14
1, 5, 9, 10, 15, 11
1, 5, 9, 10, 15, 14
1, 5, 9, 12, 7, 3
1, 5, 9, 12, 7, 6
1, 5, 9, 12, 7, 8
1, 5, 9, 12, 7, 11
1, 5, 9, 12, 13, 8
1, 5, 9, 12, 13, 9
1, 5, 9, 12, 13, 14
1, 5, 9, 12, 15, 11
1, 5, 9, 12, 15, 14
1, 5, 9, 13, 10, 6
1, 5, 9, 13, 10, 9
1, 5, 9, 13, 10, 11
1, 5, 9, 13, 10, 14
1, 5, 9, 13, 12, 8
1, 5, 9, 13, 12, 9
1, 5, 9, 13, 12, 11
1, 5, 9, 13, 12, 17
